City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,isola di capo rizzuto,38.96,17.0933,25.1,78,40,1.03,IT,1686501323
365,ceerigaabo,10.6162,47.368,23.71,43,80,5.07,SO,1686501323
366,asau,46.4333,26.4,21.51,90,81,3.24,RO,1686501323
367,la souterraine,46.2371,1.487,25.17,66,95,2.18,FR,1686501323
368,grootfontein,-19.5667,18.1167,20.06,20,0,4.35,NA,1686501324
369,mantua,45.1667,10.7833,29.58,58,21,2.31,IT,1686501324
370,tofol,5.3248,163.0078,27.93,80,27,8.22,FM,1686501324
371,ciudad lazaro cardenas,17.9583,-102.2,31.19,52,49,2.97,MX,1686501324
372,n'zeto,-7.2312,12.8666,23.1,85,97,2.54,AO,1686501324
373,constantia,44.1833,28.65,22.61,72,84,4.57,RO,1686501226
374,coquimbo,-29.9533,-71.3436,14.85,72,0,4.63,CL,1686501094
375,isafjordur,66.0755,-23.124,15.02,33,0,5.14,IS,1686501325
376,sale,34.0389,-6.8166,26.46,60,20,6.17,MA,1686501325
377,greymouth,-42.4667,171.2,7.06,92,60,1.69,NZ,1686501325
378,beykonak,36.3257,30.303,23.09,84,50,0.73,TR,1686501326
379,sanming,26.2486,117.6186,24.42,79,68,0.84,CN,1686501326
380,puerto deseado,-47.7503,-65.8938,5.39,57,9,15.04,AR,1686501326
381,gazojak,41.1875,61.4036,30.18,10,19,7.8,TM,1686501326
382,fort bragg,35.139,-79.006,31.78,40,40,4.12,US,1686501326
383,coxen hole,16.3244,-86.5366,31.6,74,40,4.12,HN,1686501327
384,ebon,4.582,168.6964,27.79,78,96,7.42,MH,1686501327
385,serenje,-13.2325,30.2352,15.63,56,21,1.95,ZM,1686501327
386,olyokminsk,60.3736,120.4264,15.75,85,100,6.09,RU,1686501327
387,zouerate,22.7187,-12.4521,35.98,17,0,6.91,MR,1686501327
388,mandalgovi,45.7625,106.2708,18.61,36,81,7.0,MN,1686501327
389,las khorey,11.1595,48.1967,34.07,51,59,1.68,SO,1686501328
390,eruh,37.7517,42.1811,28.46,37,77,2.25,TR,1686501328
391,carauari,-4.8828,-66.8958,31.64,59,52,1.25,BR,1686501329
392,aiquile,-18.2041,-65.1807,20.79,44,37,2.23,BO,1686501330
393,walvis bay,-22.9575,14.5053,14.53,82,10,6.17,NA,1686501330
394,kingston,17.997,-76.7936,32.91,68,20,9.26,JM,1686501074
395,caburan,5.9181,125.6411,26.77,82,81,1.7,PH,1686501330
396,trincomalee,8.5711,81.2335,28.46,74,29,8.78,LK,1686501330
397,prado,-17.3411,-39.2208,26.41,68,1,4.11,BR,1686501043
398,acapulco de juarez,16.8634,-99.8901,31.9,62,0,2.06,MX,1686501293
399,zyryanovsk,49.7386,84.2719,14.55,91,100,0.53,KZ,1686501331
400,birobidzhan,48.8,132.95,15.33,90,79,1.14,RU,1686501331
401,callao,-12.0667,-77.15,24.84,60,100,3.09,PE,1686501331
402,cabedelo,-6.9811,-34.8339,24.37,84,50,6.5,BR,1686501331
403,trujillo,-8.116,-79.03,23.98,78,75,6.69,PE,1686501275
404,tobelo,1.7284,128.0095,26.95,84,98,1.06,ID,1686501332
405,padre paraiso,-17.0742,-41.4844,28.08,39,23,1.75,BR,1686501332
406,victoria,22.2855,114.1577,30.67,84,95,3.58,HK,1686501109
407,hakui,36.8833,136.7833,19.89,93,100,1.49,JP,1686501332
408,ramhormoz,31.28,49.6035,39.17,11,1,3.12,IR,1686501332
409,palasa,18.7667,84.4167,31.96,52,64,3.61,IN,1686501333
410,freetown,8.484,-13.2299,23.84,94,75,2.06,SL,1686501333
411,argo,37.6333,22.7333,23.77,69,92,0.52,GR,1686501333
412,i-n-salah,27.1935,2.4607,43.63,5,0,6.29,DZ,1686501333
413,rasshevatskaya,45.5748,41.035,20.97,74,29,1.11,RU,1686501333
414,namibe,-15.1961,12.1522,20.42,69,2,4.79,AO,1686501333
415,maceio,-9.6658,-35.7353,28.69,69,40,5.66,BR,1686501325
416,pekanbaru,0.5333,101.45,26.06,86,88,1.16,ID,1686501334
417,kerikeri,-35.2268,173.9474,8.38,94,6,1.67,NZ,1686501334
418,champerico,14.3,-91.9167,31.3,73,90,2.44,GT,1686501334
419,ain sukhna,29.6002,32.3167,29.85,34,28,5.9,EG,1686501334
420,la ronge,55.1001,-105.2842,23.14,40,0,4.12,CA,1686501334
421,acarau,-2.8856,-40.12,29.92,65,12,7.41,BR,1686501334
422,vilyuchinsk,52.9306,158.4028,8.15,70,8,3.83,RU,1686501335
423,ta`u,-14.2336,-169.5144,27.64,78,87,6.27,AS,1686501335
424,monteros,-27.1674,-65.4983,15.93,25,51,3.05,AR,1686501335
425,recreo,-29.2818,-65.061,16.6,21,67,4.73,AR,1686501335
426,andalusia,31.3085,-86.4833,30.97,65,75,4.12,US,1686500805
427,tabou,4.423,-7.3528,25.47,84,100,5.1,CI,1686501335
428,rezekne,56.5,27.3167,15.51,55,5,3.14,LV,1686501336
429,christchurch,-43.5333,172.6333,6.08,88,48,3.09,NZ,1686500998
430,vila franca do campo,37.7167,-25.4333,20.23,61,97,3.41,PT,1686501336
431,kwang binh,17.4833,106.6,26.94,82,76,2.64,VN,1686501336
432,ardestan,33.3761,52.3694,26.91,34,63,1.63,IR,1686501336
433,kavaratti,10.5669,72.642,29.63,77,100,8.9,IN,1686501336
434,uray,60.1247,64.7758,7.78,53,59,6.02,RU,1686501336
435,kushiro,42.975,144.3747,12.44,99,100,1.88,JP,1686500790
436,soe,-9.8607,124.284,17.87,87,86,2.51,ID,1686501337
437,ginir,7.1333,40.7,16.19,83,88,3.22,ET,1686501337
438,sao joao da barra,-21.6403,-41.0511,30.05,57,0,2.93,BR,1686501337
439,saldanha,-33.0117,17.9442,13.03,93,100,3.33,ZA,1686501337
440,childress,34.4264,-100.204,28.84,47,0,4.12,US,1686501337
441,miyaly,48.8844,53.7836,28.09,21,97,4.79,KZ,1686501337
442,colonia,50.9333,6.95,31.06,28,0,3.6,DE,1686501337
443,urangan,-25.3,152.9,18.16,82,7,3.16,AU,1686501025
444,mildura,-34.2,142.15,9.48,83,100,4.1,AU,1686501092
445,fort stockton,30.894,-102.8793,34.53,16,0,3.09,US,1686501338
446,najaf,31.9985,44.3398,37.97,18,0,6.41,IQ,1686501338
447,shagonar,51.5333,92.8,15.32,93,85,1.33,RU,1686501338
448,nalut,30.3333,10.85,36.2,17,0,8.28,LY,1686501338
449,dryden,49.7833,-92.7503,18.16,39,0,3.6,CA,1686501338
450,tinsukia,27.5,95.3667,22.71,98,100,1.23,IN,1686501339
451,luderitz,-26.6481,15.1594,13.11,84,0,0.49,NA,1686501339
452,boca do acre,-8.7522,-67.3978,26.87,87,100,1.21,BR,1686501339
453,salalah,17.0151,54.0924,30.05,84,40,3.6,OM,1686501300
454,puerto lempira,15.2667,-83.7667,28.08,54,40,3.09,HN,1686501339
455,tvoroyri,61.5556,-6.8111,9.6,90,94,3.62,FO,1686501339
456,imbituba,-28.24,-48.6703,15.67,92,100,5.14,BR,1686501339
457,zaysan,47.4667,84.8667,16.23,86,99,2.71,KZ,1686501339
458,semenov,56.7875,44.493,11.67,62,77,1.77,RU,1686501196
459,kiruna,67.8557,20.2251,15.51,41,0,8.75,SE,1686501340
460,berezovyy,51.6667,135.7,12.11,90,34,1.46,RU,1686501340
461,sisimiut,66.9395,-53.6735,2.64,91,97,7.98,GL,1686501340
462,belgrade,44.804,20.4651,22.41,82,0,5.14,RS,1686501115
463,puerto baquerizo moreno,-0.9,-89.6,27.55,74,40,7.2,EC,1686501340
464,pemangkat,1.1667,108.9667,26.44,86,9,2.17,ID,1686501340
465,manavalakurichi,8.1333,77.3,27.8,80,84,6.99,IN,1686501341
466,kununurra,-15.7667,128.7333,17.99,88,7,0.0,AU,1686501341
467,vallegrande,-18.4897,-64.1069,16.43,80,88,1.88,BO,1686501341
468,cam ranh,11.9214,109.1591,29.98,74,20,1.03,VN,1686501341
469,zhigalovo,54.8097,105.1578,15.02,89,100,1.49,RU,1686501341
470,likiep,9.8251,169.3107,27.66,80,38,7.95,MH,1686501341
471,priargunsk,50.3691,119.1012,16.76,63,65,0.96,RU,1686501342
472,gao,16.6362,1.637,38.99,21,90,0.86,ML,1686501342
473,lusaka,-15.4067,28.2871,21.14,30,0,1.54,ZM,1686500945
474,buala,-8.145,159.5921,26.93,84,66,3.51,SB,1686501342
475,geraldton,-28.7667,114.6,13.23,76,100,0.0,AU,1686501279
476,damasak,13.0977,12.4952,34.33,37,97,2.83,NG,1686501342
477,nadym,65.5333,72.5167,8.95,57,70,5.82,RU,1686501342
478,porto novo,6.4965,2.6036,23.96,91,100,2.82,BJ,1686501342
479,carutapera,-1.195,-46.02,29.15,71,14,4.07,BR,1686501343
480,le port,-20.9373,55.2919,24.0,91,21,2.46,RE,1686501343
481,saint-pierre,-21.3393,55.4781,23.82,73,75,2.57,RE,1686501343
482,formosa do rio preto,-11.0483,-45.1931,34.08,27,0,2.92,BR,1686501343
483,bankim,6.083,11.4905,22.55,90,90,0.65,CM,1686501343
484,tommot,58.9564,126.2925,18.27,72,80,1.05,RU,1686501343
485,paragominas,-2.9667,-47.4833,28.59,79,12,2.15,BR,1686501343
486,lishui,28.4604,119.9103,22.76,92,99,0.71,CN,1686501343
487,port moresby,-9.4431,147.1797,24.68,88,20,3.6,PG,1686501343
488,beruniy,41.6911,60.7525,25.98,27,0,3.09,UZ,1686501344
489,severo-yeniseyskiy,60.3725,93.0408,5.53,64,0,1.83,RU,1686501344
490,carhaix-plouguer,48.2759,-3.5733,18.89,73,93,3.28,FR,1686501344
491,banda aceh,5.5577,95.3222,27.45,81,100,6.02,ID,1686501344
492,zaragoza,41.6561,-0.8773,24.25,56,40,4.12,ES,1686500908
493,zag,46.9441,99.165,17.09,50,61,1.66,MN,1686501345
494,pimentel,-6.8367,-79.9342,27.16,61,0,5.14,PE,1686501345
495,zeya,53.75,127.2667,17.04,68,73,1.67,RU,1686501345
496,camargo,27.6667,-105.1667,31.24,14,0,2.38,MX,1686501345
497,island harbour,50.724,-1.2758,22.39,89,92,0.89,GB,1686501346
498,oamaru,-45.0784,170.9801,7.58,76,96,1.88,NZ,1686501346
499,ust'-ilimsk,58.0006,102.6619,7.52,67,0,2.18,RU,1686501346
500,vilyuysk,63.7553,121.6247,11.08,68,93,5.08,RU,1686501346
501,paita,-5.0892,-81.1144,25.5,70,95,5.12,PE,1686501346
502,lompoc,34.6391,-120.4579,16.58,80,100,2.06,US,1686501346
503,chernyakhovsk,54.6335,21.8156,17.91,50,3,4.09,RU,1686501346
504,pangody,65.85,74.4859,8.49,71,32,3.81,RU,1686501346
505,bridgewater,44.3835,-64.5155,22.79,54,69,6.69,CA,1686501309
506,dabakala,8.3667,-4.4333,24.59,89,98,2.99,CI,1686501347
507,pinotepa nacional,16.3167,-98.0167,34.25,45,87,3.17,MX,1686501347
508,iranshahr,27.2025,60.6848,40.19,17,75,6.17,IR,1686501347
509,agat village,13.3886,144.6585,27.52,94,40,5.66,GU,1686501347
510,pallisa,1.145,33.7094,20.13,86,98,0.5,UG,1686501347
511,makueni boma,-1.8041,37.6203,19.38,53,55,1.3,KE,1686501347
512,shingu,33.7333,135.9833,20.9,98,100,0.1,JP,1686501347
513,okha,53.5739,142.9478,6.75,94,99,2.1,RU,1686501020
514,tubarjal,30.4999,38.216,32.1,20,1,3.87,SA,1686501348
515,sai buri,6.7013,101.6168,25.84,88,97,2.17,TH,1686501348
516,warman,52.3168,-106.5679,21.95,49,20,5.14,CA,1686501348
517,turpan,42.9333,89.1667,38.79,8,22,2.23,CN,1686501348
518,pedregal,8.3667,-82.4333,30.05,80,20,8.94,PA,1686501348
519,chililabombwe,-12.3648,27.8229,18.26,46,23,0.38,ZM,1686501348
520,as samawah,31.332,45.2944,39.97,15,0,4.26,IQ,1686501348
521,howard springs,-12.497,131.047,21.95,63,16,1.05,AU,1686501349
522,shchigry,51.8755,36.9043,13.9,82,100,8.32,RU,1686501335
523,kaiapoi,-43.3783,172.6401,6.16,90,46,3.09,NZ,1686501349
524,siluko,6.5386,5.1609,23.01,97,100,1.81,NG,1686501349
525,horsham,51.064,-0.3272,26.65,76,0,2.57,GB,1686501349
526,kourou,5.1552,-52.6478,31.03,72,100,3.26,GF,1686501349
527,peniche,39.3558,-9.3811,24.49,81,43,4.8,PT,1686501221
528,corbeni,45.3,24.65,15.74,94,86,1.85,RO,1686501349
529,ellsworth,44.5434,-68.4195,24.74,54,0,2.06,US,1686501199
530,emerald,-23.5333,148.1667,14.21,75,18,2.77,AU,1686501350
531,tsiombe,-25.3,45.4833,18.49,88,28,2.41,MG,1686501350
532,alice springs,-23.7,133.8833,13.75,72,100,0.51,AU,1686501350
533,trinity beach,-16.7888,145.6968,20.94,88,23,5.14,AU,1686501350
534,muisne,0.6,-80.0333,28.05,76,81,2.68,EC,1686501350
535,adiake,5.2863,-3.304,25.7,83,99,4.4,CI,1686501350
536,esquel,-42.9,-71.3167,1.14,87,45,2.33,AR,1686501350
537,fedorovka,53.6314,62.7078,12.8,77,73,4.41,KZ,1686501351
538,semnan,35.5729,53.3971,26.29,39,96,2.86,IR,1686501352
539,dobroye,52.8678,39.8109,15.98,54,100,6.25,RU,1686501352
540,haimen,23.1935,116.6142,27.94,91,80,1.52,CN,1686501352
541,opuwo,-18.0607,13.84,21.37,29,0,4.98,NA,1686501353
542,sona,45.4388,10.8255,28.75,50,20,1.54,IT,1686501188
543,parnu,58.3859,24.4971,20.05,32,6,1.54,EE,1686501353
544,mana,5.6592,-53.7767,28.62,77,78,3.41,GF,1686501353
545,shimoda,34.6667,138.95,21.17,94,100,0.35,JP,1686501353
546,ojinaga,29.5667,-104.4167,37.54,22,0,2.57,MX,1686501353
547,mugia,43.1041,-9.2179,22.31,82,100,4.0,ES,1686501353
548,sturgeon bay,44.8342,-87.377,11.99,82,100,7.2,US,1686501354
549,changzhi,35.2089,111.7386,18.95,82,5,1.35,CN,1686501354
550,barranca,-10.75,-77.7667,22.73,68,88,4.93,PE,1686501279
551,san luis de la loma,17.2706,-100.8939,31.7,56,77,3.23,MX,1686501354
552,leh,34.1667,77.5833,11.9,55,99,0.47,IN,1686501348
553,jaisalmer,26.9147,70.9181,36.11,31,1,8.19,IN,1686501354
554,qarauyl,48.9451,79.255,14.21,48,3,4.86,KZ,1686501354
555,karlskrona,56.1616,15.5866,19.25,51,2,5.53,SE,1686501354
556,kristinestad,62.2743,21.376,17.83,56,23,6.06,FI,1686501355
557,meadow lakes,61.6247,-149.6011,11.62,57,0,4.12,US,1686501355
558,yanykurgan,43.915,67.2481,29.57,18,83,8.35,KZ,1686501355
559,afif,23.9065,42.9172,34.85,15,3,3.33,SA,1686501355
560,westport,41.1415,-73.3579,29.36,60,0,3.6,US,1686501355
561,seguela,7.9611,-6.6731,26.51,76,93,3.42,CI,1686501355
562,rikaze,29.25,88.8833,16.23,38,97,1.91,CN,1686501355
563,moses lake,47.1301,-119.2781,21.38,64,0,1.54,US,1686501356
564,ostersund,63.1792,14.6357,22.25,30,0,1.54,SE,1686501356
565,san mariano,7.5,126.0,22.93,95,85,0.86,PH,1686501356
566,purranque,-40.9167,-73.1667,7.93,81,70,2.04,CL,1686501356
567,quiruvilca,-7.9667,-78.2,10.02,60,32,3.51,PE,1686501356
568,jimma,7.6667,36.8333,16.0,93,100,0.53,ET,1686501356
569,prince rupert,54.3161,-130.3201,11.05,87,100,1.03,CA,1686501356
